item_id,order_id,product_id,quantity,unit_price,discount,total_price
1328,653,2,4,66307.76,0.25,198923.28
1329,653,14,4,57183.55,0.25,171550.65
1330,654,72,2,80912.32,0.1,145642.18
1331,654,17,1,36163.71,0.1,32547.34
1332,655,77,3,70883.97,0.23,163741.97
1333,656,2,4,66307.76,0.13,230751.0
1334,656,35,2,64193.11,0.13,111696.01
1335,657,53,1,82751.9,0.18,67856.56
1336,657,34,2,78530.73,0.18,128790.4
1337,657,22,1,77512.15,0.18,63559.96
1338,657,55,2,36398.42,0.18,59693.41
1339,658,68,3,69422.62,0.0,208267.86
1340,659,62,3,14280.44,0.23,32987.82
1341,660,45,4,41689.26,0.15,141743.48
1342,661,69,3,49695.07,0.14,128213.28
1343,661,7,2,9287.7,0.14,15974.84
1344,661,60,3,89648.07,0.14,231292.02
1345,662,66,1,61904.99,0.07,57571.64
1346,662,23,2,53716.17,0.07,99912.08
1347,662,40,3,11993.84,0.07,33462.81
1348,662,17,3,36163.71,0.07,100896.75
1349,663,35,1,64193.11,0.12,56489.94
1350,664,55,3,36398.42,0.1,98275.73
1351,665,48,3,19314.88,0.21,45776.27
1352,666,44,2,17322.95,0.01,34299.44
1353,666,19,1,12943.16,0.01,12813.73
1354,667,25,2,61384.76,0.28,88394.05
1355,668,58,4,23977.74,0.12,84401.64
1356,668,37,1,1989.98,0.12,1751.18
1357,668,69,4,49695.07,0.12,174926.65
1358,668,79,4,20139.83,0.12,70892.2
1359,669,51,2,14015.23,0.22,21863.76
1360,669,27,4,87471.74,0.22,272911.83
1361,669,32,2,65897.49,0.22,102800.08
1362,669,38,1,63733.9,0.22,49712.44
1363,670,72,4,80912.32,0.23,249209.95
1364,671,10,3,52002.96,0.1,140407.99
1365,671,61,1,83999.02,0.1,75599.12
1366,672,8,4,23879.43,0.07,88831.48
1367,672,9,2,7183.14,0.07,13360.64
1368,673,33,1,11641.39,0.29,8265.39
1369,673,43,4,5548.08,0.29,15756.55
1370,673,25,2,61384.76,0.29,87166.36
1371,674,70,2,49147.57,0.07,91414.48
1372,675,30,3,29240.63,0.1,78949.7
1373,676,40,1,11993.84,0.12,10554.58
1374,676,2,1,66307.76,0.12,58350.83
1375,676,5,4,19916.61,0.12,70106.47
1376,677,65,1,14073.77,0.04,13510.82
1377,677,37,4,1989.98,0.04,7641.52
1378,678,23,3,53716.17,0.12,141810.69
1379,679,47,3,83379.39,0.16,210116.06
1380,680,7,2,9287.7,0.1,16717.86
1381,681,47,2,83379.39,0.12,146747.73
1382,681,9,4,7183.14,0.12,25284.65
1383,681,61,1,83999.02,0.12,73919.14
1384,682,42,2,31950.35,0.18,52398.57
1385,683,16,4,75871.39,0.18,248858.16
1386,683,19,3,12943.16,0.18,31840.17
1387,684,50,4,38127.37,0.01,150984.39
1388,684,80,2,87022.33,0.01,172304.21
1389,684,73,1,70231.45,0.01,69529.14
1390,685,41,4,70636.29,0.05,268417.9
1391,686,18,1,19214.13,0.02,18829.85
1392,686,62,3,14280.44,0.02,41984.49
1393,687,18,2,19214.13,0.0,38428.26
1394,687,33,1,11641.39,0.0,11641.39
1395,687,49,1,88678.27,0.0,88678.27
1396,688,77,3,70883.97,0.14,182880.64
1397,688,70,2,49147.57,0.14,84533.82
1398,688,49,3,88678.27,0.14,228789.94
1399,689,27,2,87471.74,0.06,164446.87
1400,690,21,2,89758.59,0.19,145408.92
1401,690,67,2,8396.63,0.19,13602.54
1402,691,14,1,57183.55,0.11,50893.36
1403,691,20,4,67255.54,0.11,239429.72
1404,692,21,2,89758.59,0.05,170541.32
1405,693,67,2,8396.63,0.08,15449.8
1406,693,66,2,61904.99,0.08,113905.18
1407,693,7,2,9287.7,0.08,17089.37
1408,693,74,1,83325.17,0.08,76659.16
1409,694,15,1,24367.31,0.12,21443.23
1410,695,23,1,53716.17,0.11,47807.39
1411,696,67,4,8396.63,0.12,29556.14
1412,697,49,1,88678.27,0.27,64735.14
1413,697,15,1,24367.31,0.27,17788.14
1414,698,77,4,70883.97,0.06,266523.73
1415,698,72,4,80912.32,0.06,304230.32
1416,699,71,1,11556.35,0.01,11440.79
1417,700,25,1,61384.76,0.12,54018.59
1418,700,48,3,19314.88,0.12,50991.28
1419,700,50,1,38127.37,0.12,33552.09
1420,701,31,2,21625.76,0.11,38493.85
1421,701,71,1,11556.35,0.11,10285.15
1422,701,38,1,63733.9,0.11,56723.17
1423,701,41,4,70636.29,0.11,251465.19
1424,702,71,2,11556.35,0.08,21263.68
1425,703,40,4,11993.84,0.27,35022.01
1426,704,76,1,72219.94,0.07,67164.54
1427,704,41,1,70636.29,0.07,65691.75
1428,704,13,2,60347.75,0.07,112246.81
1429,705,3,4,38029.77,0.22,118652.88
1430,705,59,2,83617.75,0.22,130443.69
1431,706,36,3,80974.31,0.21,191909.11
1432,707,76,3,72219.94,0.29,153828.47
1433,707,49,1,88678.27,0.29,62961.57
1434,707,57,1,28540.65,0.29,20263.86
1435,707,10,4,52002.96,0.29,147688.41
1436,708,50,3,38127.37,0.04,109806.83
1437,708,55,1,36398.42,0.04,34942.48
1438,709,51,3,14015.23,0.24,31954.72
1439,710,12,1,40860.59,0.27,29828.23
1440,711,29,1,48589.17,0.2,38871.34
1441,711,37,4,1989.98,0.2,6367.94
1442,712,13,3,60347.75,0.16,152076.33
1443,712,52,4,5579.09,0.16,18745.74
1444,713,79,1,20139.83,0.22,15709.07
1445,714,72,2,80912.32,0.29,114895.49
1446,715,71,3,11556.35,0.28,24961.72
1447,715,26,2,10127.54,0.28,14583.66
1448,716,73,4,70231.45,0.04,269688.77
1449,717,78,4,20095.79,0.08,73952.51
1450,718,68,4,69422.62,0.07,258252.15
1451,718,30,1,29240.63,0.07,27193.79
1452,718,70,4,49147.57,0.07,182828.96
1453,719,63,1,802.3,0.04,770.21
1454,719,79,3,20139.83,0.04,58002.71
1455,720,76,4,72219.94,0.11,257102.99
1456,721,59,1,83617.75,0.05,79436.86
1457,722,49,2,88678.27,0.28,127696.71
1458,722,3,2,38029.77,0.28,54762.87
1459,723,12,2,40860.59,0.3,57204.83
1460,724,46,2,8900.99,0.26,13173.47
1461,724,59,4,83617.75,0.26,247508.54
1462,725,11,1,88670.41,0.27,64729.4
1463,726,74,1,83325.17,0.22,64993.63
1464,726,48,4,19314.88,0.22,60262.43
1465,726,18,3,19214.13,0.22,44961.06
1466,727,41,1,70636.29,0.28,50858.13
1467,728,59,1,83617.75,0.26,61877.14
1468,728,38,2,63733.9,0.26,94326.17
1469,729,50,2,38127.37,0.14,65579.08
1470,729,78,1,20095.79,0.14,17282.38
1471,730,71,2,11556.35,0.16,19414.67
1472,731,78,4,20095.79,0.15,68325.69
1473,732,56,2,3671.78,0.12,6462.33
1474,732,35,4,64193.11,0.12,225959.75
1475,732,23,3,53716.17,0.12,141810.69
1476,732,21,1,89758.59,0.12,78987.56
1477,733,34,3,78530.73,0.05,223812.58
1478,733,47,2,83379.39,0.05,158420.84
1479,734,71,3,11556.35,0.16,29122.0
1480,735,48,1,19314.88,0.03,18735.43
1481,735,63,3,802.3,0.03,2334.69
1482,736,65,1,14073.77,0.28,10133.11
1483,736,17,2,36163.71,0.28,52075.74
1484,737,47,4,83379.39,0.1,300165.8
1485,738,74,1,83325.17,0.27,60827.37
1486,738,3,4,38029.77,0.27,111046.93
1487,738,7,2,9287.7,0.27,13560.04
1488,739,44,4,17322.95,0.21,54740.52
1489,739,53,2,82751.9,0.21,130748.0
1490,739,36,2,80974.31,0.21,127939.41
1491,739,7,2,9287.7,0.21,14674.57
1492,740,61,2,83999.02,0.22,131038.47
1493,741,72,3,80912.32,0.11,216035.89
1494,741,79,3,20139.83,0.11,53773.35
1495,742,12,4,40860.59,0.18,134022.74
1496,743,67,2,8396.63,0.23,12930.81
1497,743,24,3,22701.13,0.23,52439.61
1498,744,31,2,21625.76,0.26,32006.12
1499,744,12,4,40860.59,0.26,120947.35
1500,745,70,3,49147.57,0.02,144493.86
1501,746,9,1,7183.14,0.09,6536.66
1502,747,72,1,80912.32,0.0,80912.32
1503,747,8,3,23879.43,0.0,71638.29
1504,747,12,1,40860.59,0.0,40860.59
1505,748,60,1,89648.07,0.26,66339.57
1506,748,14,3,57183.55,0.26,126947.48
1507,749,11,1,88670.41,0.07,82463.48
1508,750,30,1,29240.63,0.13,25439.35
1509,750,57,2,28540.65,0.13,49660.73
1510,751,5,4,19916.61,0.08,73293.12
1511,752,56,3,3671.78,0.01,10905.19
1512,753,1,3,57583.47,0.04,165840.39
1513,753,62,1,14280.44,0.04,13709.22
1514,754,74,3,83325.17,0.09,227477.71
1515,754,40,3,11993.84,0.09,32743.18
1516,754,72,2,80912.32,0.09,147260.42
1517,755,19,4,12943.16,0.3,36240.85
1518,755,73,4,70231.45,0.3,196648.06
1519,755,67,2,8396.63,0.3,11755.28
1520,756,53,3,82751.9,0.21,196122.0
1521,756,45,3,41689.26,0.21,98803.55
1522,756,17,4,36163.71,0.21,114277.32
1523,757,53,2,82751.9,0.29,117507.7
1524,757,12,4,40860.59,0.29,116044.08
1525,757,80,2,87022.33,0.29,123571.71
1526,758,69,1,49695.07,0.03,48204.22
1527,758,11,1,88670.41,0.03,86010.3
1528,758,28,3,75765.07,0.03,220476.35
1529,759,20,3,67255.54,0.25,151324.96
1530,760,79,2,20139.83,0.09,36654.49
1531,760,52,1,5579.09,0.09,5076.97
1532,760,29,4,48589.17,0.09,176864.58
1533,761,28,3,75765.07,0.1,204565.69
1534,761,47,2,83379.39,0.1,150082.9
1535,761,57,3,28540.65,0.1,77059.76
1536,762,20,1,67255.54,0.18,55149.54
1537,762,54,4,76634.69,0.18,251361.78
1538,762,68,3,69422.62,0.18,170779.65
1539,763,56,2,3671.78,0.16,6168.59
1540,763,5,2,19916.61,0.16,33459.9
1541,763,55,3,36398.42,0.16,91724.02
1542,763,58,3,23977.74,0.16,60423.9
1543,764,65,2,14073.77,0.28,20266.23
1544,764,25,3,61384.76,0.28,132591.08
1545,764,71,2,11556.35,0.28,16641.14
1546,764,39,4,6469.08,0.28,18630.95
1547,765,39,1,6469.08,0.08,5951.55
1548,765,52,3,5579.09,0.08,15398.29
1549,765,18,3,19214.13,0.08,53031.0
1550,765,70,1,49147.57,0.08,45215.76
1551,766,57,1,28540.65,0.18,23403.33
1552,766,36,4,80974.31,0.18,265595.74
1553,767,80,3,87022.33,0.15,221906.94
1554,768,47,4,83379.39,0.09,303500.98
1555,769,73,2,70231.45,0.19,113774.95
1556,770,2,1,66307.76,0.3,46415.43
1557,770,77,3,70883.97,0.3,148856.34
1558,771,42,3,31950.35,0.24,72846.8
1559,771,14,1,57183.55,0.24,43459.5
1560,771,6,1,62861.73,0.24,47774.91
1561,771,64,2,84508.81,0.24,128453.39
1562,772,11,1,88670.41,0.08,81576.78
1563,773,65,1,14073.77,0.16,11821.97
1564,773,50,1,38127.37,0.16,32026.99
1565,774,38,4,63733.9,0.1,229442.04
1566,775,7,2,9287.7,0.25,13931.55
1567,775,23,1,53716.17,0.25,40287.13
1568,776,80,2,87022.33,0.14,149678.41
1569,776,48,3,19314.88,0.14,49832.39
1570,777,35,1,64193.11,0.14,55206.07
1571,777,11,1,88670.41,0.14,76256.55
1572,777,23,2,53716.17,0.14,92391.81
1573,778,41,3,70636.29,0.27,154693.48
1574,779,8,4,23879.43,0.02,93607.37
1575,779,2,1,66307.76,0.02,64981.6
1576,779,21,1,89758.59,0.02,87963.42
1577,780,44,2,17322.95,0.09,31527.77
1578,781,24,3,22701.13,0.1,61293.05
1579,781,45,4,41689.26,0.1,150081.34
1580,781,76,3,72219.94,0.1,194993.84
1581,782,37,1,1989.98,0.29,1412.89
1582,783,64,2,84508.81,0.19,136904.27
1583,783,13,4,60347.75,0.19,195526.71
1584,783,57,1,28540.65,0.19,23117.93
1585,783,25,3,61384.76,0.19,149164.97
1586,784,76,1,72219.94,0.06,67886.74
1587,784,47,2,83379.39,0.06,156753.25
1588,785,9,1,7183.14,0.21,5674.68
1589,785,7,4,9287.7,0.21,29349.13
1590,786,80,2,87022.33,0.03,168823.32
1591,787,2,1,66307.76,0.06,62329.29
1592,787,27,3,87471.74,0.06,246670.31
1593,787,75,3,79338.32,0.06,223734.06
1594,787,16,2,75871.39,0.06,142638.21
1595,788,28,3,75765.07,0.23,175017.31
1596,788,55,1,36398.42,0.23,28026.78
1597,788,6,1,62861.73,0.23,48403.53
1598,788,65,3,14073.77,0.23,32510.41
1599,789,13,3,60347.75,0.24,137592.87
1600,789,29,2,48589.17,0.24,73855.54
1601,790,46,3,8900.99,0.28,19226.14
1602,790,45,2,41689.26,0.28,60032.53
1603,790,32,1,65897.49,0.28,47446.19
1604,790,48,3,19314.88,0.28,41720.14
1605,791,5,1,19916.61,0.04,19119.95
1606,792,63,1,802.3,0.2,641.84
1607,792,73,1,70231.45,0.2,56185.16
1608,793,55,1,36398.42,0.12,32030.61
1609,794,50,4,38127.37,0.28,109806.83
1610,795,6,4,62861.73,0.1,226302.23
1611,795,31,3,21625.76,0.1,58389.55
1612,796,17,2,36163.71,0.22,56415.39
1613,796,28,3,75765.07,0.22,177290.26
1614,797,48,2,19314.88,0.27,28199.72
1615,798,51,4,14015.23,0.16,47091.17
1616,799,21,3,89758.59,0.04,258504.74
1617,799,43,1,5548.08,0.04,5326.16
1618,800,45,1,41689.26,0.17,34602.09
1619,801,28,4,75765.07,0.1,272754.25
1620,802,17,4,36163.71,0.07,134529.0
1621,803,14,4,57183.55,0.16,192136.73
1622,804,24,1,22701.13,0.02,22247.11
1623,804,75,2,79338.32,0.02,155503.11
1624,805,74,2,83325.17,0.05,158317.82
1625,805,20,2,67255.54,0.05,127785.53
1626,806,13,1,60347.75,0.21,47674.72
1627,807,5,1,19916.61,0.21,15734.12
1628,808,54,3,76634.69,0.17,190820.38
1629,808,6,2,62861.73,0.17,104350.47
1630,809,70,4,49147.57,0.14,169067.64
1631,810,32,2,65897.49,0.23,101482.13
1632,810,2,1,66307.76,0.23,51056.98
1633,811,51,4,14015.23,0.26,41485.08
1634,812,18,1,19214.13,0.06,18061.28
1635,813,43,4,5548.08,0.14,19085.4
1636,814,73,4,70231.45,0.14,241596.19
1637,815,73,2,70231.45,0.18,115179.58
1638,816,76,4,72219.94,0.24,219548.62
1639,817,51,1,14015.23,0.16,11772.79
1640,818,31,4,21625.76,0.07,80447.83
1641,819,23,2,53716.17,0.06,100986.4
1642,819,2,4,66307.76,0.06,249317.18
1643,820,67,2,8396.63,0.17,13938.41
1644,821,60,4,89648.07,0.2,286873.82
1645,822,77,4,70883.97,0.25,212651.91
1646,822,17,1,36163.71,0.25,27122.78
1647,822,1,1,57583.47,0.25,43187.6
1648,823,21,1,89758.59,0.17,74499.63
1649,823,29,2,48589.17,0.17,80658.02
1650,823,71,2,11556.35,0.17,19183.54
1651,824,22,2,77512.15,0.02,151923.81
1652,824,13,1,60347.75,0.02,59140.79
1653,825,68,1,69422.62,0.1,62480.36
1654,826,63,3,802.3,0.25,1805.17
1655,826,1,1,57583.47,0.25,43187.6
1656,827,15,4,24367.31,0.24,74076.62
1657,827,65,2,14073.77,0.24,21392.13
1658,828,43,1,5548.08,0.16,4660.39
1659,828,71,3,11556.35,0.16,29122.0
1660,829,60,2,89648.07,0.06,168538.37
1661,829,61,1,83999.02,0.06,78959.08
1662,830,67,1,8396.63,0.09,7640.93
1663,831,44,4,17322.95,0.3,48504.26
1664,831,31,2,21625.76,0.3,30276.06
1665,832,49,2,88678.27,0.12,156073.76
1666,833,75,2,79338.32,0.27,115833.95
1667,833,62,3,14280.44,0.27,31274.16
1668,834,40,1,11993.84,0.25,8995.38
1669,835,66,2,61904.99,0.07,115143.28
1670,835,18,4,19214.13,0.07,71476.56
1671,836,7,2,9287.7,0.21,14674.57
1672,837,79,2,20139.83,0.2,32223.73
1673,837,38,2,63733.9,0.2,101974.24
1674,838,20,1,67255.54,0.25,50441.65
1675,839,36,3,80974.31,0.3,170046.05
1676,840,36,2,80974.31,0.19,131178.38
1677,840,28,1,75765.07,0.19,61369.71
1678,841,47,2,83379.39,0.13,145080.14
1679,842,17,2,36163.71,0.26,53522.29
1680,842,2,1,66307.76,0.26,49067.74
1681,843,7,2,9287.7,0.19,15046.07
1682,843,36,2,80974.31,0.19,131178.38
1683,844,17,3,36163.71,0.12,95472.19
1684,844,57,2,28540.65,0.12,50231.54
1685,844,64,1,84508.81,0.12,74367.75
1686,845,25,1,61384.76,0.17,50949.35
1687,846,17,4,36163.71,0.08,133082.45
1688,846,65,3,14073.77,0.08,38843.61
1689,846,12,1,40860.59,0.08,37591.74
1690,847,51,1,14015.23,0.29,9950.81
1691,847,26,1,10127.54,0.29,7190.55
1692,848,77,2,70883.97,0.17,117667.39
1693,849,57,1,28540.65,0.22,22261.71
1694,849,59,2,83617.75,0.22,130443.69
1695,849,46,2,8900.99,0.22,13885.54
1696,849,51,1,14015.23,0.22,10931.88
1697,850,21,1,89758.59,0.16,75397.22
1698,850,77,4,70883.97,0.16,238170.14
1699,851,10,3,52002.96,0.14,134167.64
1700,851,61,4,83999.02,0.14,288956.63
1701,852,6,2,62861.73,0.21,99321.53
1702,852,21,1,89758.59,0.21,70909.29
1703,852,75,1,79338.32,0.21,62677.27
1704,853,70,3,49147.57,0.02,144493.86
1705,854,50,4,38127.37,0.14,131158.15
1706,855,73,1,70231.45,0.13,61101.36
1707,856,26,4,10127.54,0.01,40105.06
1708,856,16,1,75871.39,0.01,75112.68
1709,856,54,1,76634.69,0.01,75868.34
1710,857,72,3,80912.32,0.24,184480.09
1711,858,54,4,76634.69,0.05,291211.82
1712,858,51,2,14015.23,0.05,26628.94
1713,858,59,4,83617.75,0.05,317747.45
1714,858,6,2,62861.73,0.05,119437.29
1715,859,66,4,61904.99,0.19,200572.17
1716,860,8,3,23879.43,0.02,70205.52
1717,861,33,1,11641.39,0.08,10710.08
1718,861,39,4,6469.08,0.08,23806.21
1719,862,51,2,14015.23,0.18,22984.98
1720,862,26,2,10127.54,0.18,16609.17
1721,862,40,4,11993.84,0.18,39339.8
1722,862,78,3,20095.79,0.18,49435.64
1723,863,78,4,20095.79,0.13,69933.35
1724,864,25,2,61384.76,0.07,114175.65
1725,865,50,1,38127.37,0.1,34314.63
1726,865,18,1,19214.13,0.1,17292.72
1727,865,56,3,3671.78,0.1,9913.81
1728,866,33,3,11641.39,0.25,26193.13
1729,866,28,3,75765.07,0.25,170471.41
1730,866,53,3,82751.9,0.25,186191.77
1731,866,18,2,19214.13,0.25,28821.19
1732,867,66,1,61904.99,0.2,49523.99
1733,868,64,1,84508.81,0.22,65916.87
1734,868,77,4,70883.97,0.22,221157.99
1735,869,31,3,21625.76,0.02,63579.73
1736,870,11,3,88670.41,0.22,207488.76
1737,870,77,2,70883.97,0.22,110578.99
1738,870,74,2,83325.17,0.22,129987.27
1739,870,49,3,88678.27,0.22,207507.15
1740,871,18,2,19214.13,0.21,30358.33
1741,871,37,3,1989.98,0.21,4716.25
1742,871,59,1,83617.75,0.21,66058.02
1743,872,31,2,21625.76,0.0,43251.52
1744,873,26,1,10127.54,0.09,9216.06
1745,874,31,3,21625.76,0.28,46711.64
1746,874,10,4,52002.96,0.28,149768.52
1747,874,11,4,88670.41,0.28,255370.78
1748,875,35,3,64193.11,0.18,157915.05
1749,876,50,4,38127.37,0.08,140308.72
1750,876,73,3,70231.45,0.08,193838.8
1751,876,35,4,64193.11,0.08,236230.64
1752,877,35,2,64193.11,0.14,110412.15
1753,877,43,3,5548.08,0.14,14314.05
1754,878,56,3,3671.78,0.18,9032.58
1755,878,48,4,19314.88,0.18,63352.81
1756,878,73,4,70231.45,0.18,230359.16
1757,878,61,4,83999.02,0.18,275516.79
1758,879,9,2,7183.14,0.3,10056.4
1759,879,56,1,3671.78,0.3,2570.25
1760,879,27,2,87471.74,0.3,122460.44
1761,879,36,3,80974.31,0.3,170046.05
1762,880,3,1,38029.77,0.25,28522.33
1763,881,80,1,87022.33,0.21,68747.64
1764,881,40,3,11993.84,0.21,28425.4
1765,882,52,2,5579.09,0.06,10488.69
1766,883,48,4,19314.88,0.2,61807.62
1767,884,58,2,23977.74,0.04,46037.26
1768,885,31,1,21625.76,0.04,20760.73
1769,886,36,2,80974.31,0.24,123080.95
1770,886,18,3,19214.13,0.24,43808.22
1771,887,76,2,72219.94,0.09,131440.29
1772,887,16,4,75871.39,0.09,276171.86
1773,887,35,1,64193.11,0.09,58415.73
1774,888,37,2,1989.98,0.23,3064.57
1775,888,7,2,9287.7,0.23,14303.06
1776,888,34,2,78530.73,0.23,120937.32
1777,888,70,4,49147.57,0.23,151374.52
1778,889,39,2,6469.08,0.08,11903.11
1779,889,41,1,70636.29,0.08,64985.39
1780,889,40,4,11993.84,0.08,44137.33
1781,890,29,2,48589.17,0.11,86488.72
1782,890,59,1,83617.75,0.11,74419.8
1783,891,3,4,38029.77,0.05,144513.13
1784,891,4,3,2484.58,0.05,7081.05
1785,891,69,2,49695.07,0.05,94420.63
1786,891,16,2,75871.39,0.05,144155.64
1787,892,11,1,88670.41,0.18,72709.74
1788,892,48,3,19314.88,0.18,47514.6
1789,892,71,3,11556.35,0.18,28428.62
1790,892,58,2,23977.74,0.18,39323.49
1791,893,36,2,80974.31,0.16,136036.84
1792,894,65,3,14073.77,0.27,30821.56
1793,894,59,3,83617.75,0.27,183122.87
1794,895,64,4,84508.81,0.02,331274.54
1795,895,7,2,9287.7,0.02,18203.89
1796,895,15,2,24367.31,0.02,47759.93
1797,896,4,3,2484.58,0.27,5441.23
1798,896,68,2,69422.62,0.27,101357.03
1799,896,53,2,82751.9,0.27,120817.77
1800,897,60,4,89648.07,0.2,286873.82
1801,897,58,4,23977.74,0.2,76728.77
1802,897,17,3,36163.71,0.2,86792.9
1803,897,74,4,83325.17,0.2,266640.54
1804,898,60,1,89648.07,0.17,74407.9
1805,899,8,1,23879.43,0.14,20536.31
1806,900,46,1,8900.99,0.16,7476.83
1807,900,20,1,67255.54,0.16,56494.65
1808,900,57,3,28540.65,0.16,71922.44
1809,900,69,3,49695.07,0.16,125231.58
1810,901,6,1,62861.73,0.04,60347.26
1811,901,5,2,19916.61,0.04,38239.89
1812,902,23,1,53716.17,0.12,47270.23
1813,902,17,3,36163.71,0.12,95472.19
1814,903,60,2,89648.07,0.26,132679.14
1815,904,4,3,2484.58,0.19,6037.53
1816,905,74,1,83325.17,0.2,66660.14
1817,906,28,1,75765.07,0.19,61369.71
1818,906,51,4,14015.23,0.19,45409.35
1819,906,68,2,69422.62,0.19,112464.64
1820,907,26,3,10127.54,0.13,26432.88
1821,907,16,3,75871.39,0.13,198024.33
1822,907,49,2,88678.27,0.13,154300.19
1823,907,80,4,87022.33,0.13,302837.71
1824,908,4,2,2484.58,0.22,3875.94
1825,909,63,3,802.3,0.24,1829.24
1826,909,32,2,65897.49,0.24,100164.18
1827,910,79,2,20139.83,0.29,28598.56
1828,910,46,2,8900.99,0.29,12639.41
1829,911,20,4,67255.54,0.24,204456.84
1830,912,79,2,20139.83,0.2,32223.73
1831,913,78,3,20095.79,0.04,57875.88
1832,913,23,3,53716.17,0.04,154702.57
1833,913,1,4,57583.47,0.04,221120.52
1834,914,29,2,48589.17,0.22,75799.11
1835,914,46,2,8900.99,0.22,13885.54
1836,915,55,1,36398.42,0.01,36034.44
1837,916,5,4,19916.61,0.19,64529.82
1838,916,61,1,83999.02,0.19,68039.21
1839,917,71,2,11556.35,0.14,19876.92
1840,917,59,4,83617.75,0.14,287645.06
1841,917,6,4,62861.73,0.14,216244.35
1842,917,66,1,61904.99,0.14,53238.29
1843,918,21,1,89758.59,0.03,87065.83
1844,918,26,1,10127.54,0.03,9823.71
1845,918,49,1,88678.27,0.03,86017.92
1846,919,20,1,67255.54,0.24,51114.21
1847,919,51,3,14015.23,0.24,31954.72
1848,920,71,2,11556.35,0.2,18490.16
1849,920,29,1,48589.17,0.2,38871.34
1850,921,64,3,84508.81,0.16,212962.2
1851,921,56,4,3671.78,0.16,12337.18
1852,921,34,4,78530.73,0.16,263863.25
1853,921,69,2,49695.07,0.16,83487.72
1854,922,34,2,78530.73,0.23,120937.32
1855,923,28,2,75765.07,0.08,139407.73
1856,924,21,1,89758.59,0.17,74499.63
1857,925,78,3,20095.79,0.04,57875.88
1858,925,38,2,63733.9,0.04,122369.09
1859,926,73,2,70231.45,0.23,108156.43
1860,927,24,3,22701.13,0.0,68103.39
1861,927,23,4,53716.17,0.0,214864.68
1862,928,24,3,22701.13,0.27,49715.47
1863,929,7,4,9287.7,0.21,29349.13
1864,930,62,2,14280.44,0.14,24562.36
1865,931,15,1,24367.31,0.18,19981.19
1866,932,63,3,802.3,0.19,1949.59
1867,933,31,1,21625.76,0.17,17949.38
1868,934,41,3,70636.29,0.19,171646.18
1869,934,30,1,29240.63,0.19,23684.91
1870,935,42,1,31950.35,0.07,29713.83
1871,935,20,1,67255.54,0.07,62547.65
1872,936,50,2,38127.37,0.02,74729.65
1873,937,8,3,23879.43,0.15,60892.55
1874,937,66,4,61904.99,0.15,210476.97
1875,938,61,3,83999.02,0.19,204117.62
1876,939,41,3,70636.29,0.19,171646.18
1877,940,6,3,62861.73,0.22,147096.45
1878,940,47,1,83379.39,0.22,65035.92
1879,940,41,2,70636.29,0.22,110192.61
1880,941,9,3,7183.14,0.15,18317.01
1881,941,48,1,19314.88,0.15,16417.65
1882,941,12,1,40860.59,0.15,34731.5
1883,941,55,3,36398.42,0.15,92815.97
1884,942,35,1,64193.11,0.13,55848.01
1885,943,12,4,40860.59,0.2,130753.89
1886,943,74,2,83325.17,0.2,133320.27
1887,944,58,4,23977.74,0.07,89197.19
1888,944,71,3,11556.35,0.07,32242.22
1889,945,8,2,23879.43,0.11,42505.39
1890,945,62,1,14280.44,0.11,12709.59
1891,945,1,3,57583.47,0.11,153747.86
1892,946,21,1,89758.59,0.02,87963.42
1893,947,64,1,84508.81,0.14,72677.58
1894,948,12,2,40860.59,0.06,76817.91
1895,949,26,2,10127.54,0.01,20052.53
1896,950,56,4,3671.78,0.26,10868.47
1897,950,80,4,87022.33,0.26,257586.1
1898,950,52,4,5579.09,0.26,16514.11
1899,951,67,4,8396.63,0.07,31235.46
1900,952,22,4,77512.15,0.29,220134.51
1901,953,62,1,14280.44,0.26,10567.53
1902,953,30,2,29240.63,0.26,43276.13
1903,954,50,1,38127.37,0.26,28214.25
1904,955,44,4,17322.95,0.08,63748.46
1905,955,74,4,83325.17,0.08,306636.63
1906,956,27,3,87471.74,0.07,244046.15
1907,957,78,1,20095.79,0.28,14468.97
1908,958,49,3,88678.27,0.29,188884.72
1909,958,43,2,5548.08,0.29,7878.27
1910,959,66,3,61904.99,0.01,183857.82
1911,960,16,2,75871.39,0.25,113807.08
1912,961,16,1,75871.39,0.23,58420.97
1913,962,4,3,2484.58,0.04,7155.59
1914,963,49,3,88678.27,0.0,266034.81
1915,963,35,4,64193.11,0.0,256772.44
1916,964,37,1,1989.98,0.26,1472.59
1917,964,62,1,14280.44,0.26,10567.53
1918,964,1,2,57583.47,0.26,85223.54
1919,965,72,4,80912.32,0.14,278338.38
1920,965,60,3,89648.07,0.14,231292.02
1921,966,56,4,3671.78,0.24,11162.21
1922,967,74,4,83325.17,0.0,333300.68
1923,967,58,3,23977.74,0.0,71933.22
1924,968,12,4,40860.59,0.1,147098.12
1925,968,54,3,76634.69,0.1,206913.66
1926,968,26,4,10127.54,0.1,36459.14
1927,969,5,3,19916.61,0.21,47202.37
1928,969,33,1,11641.39,0.21,9196.7
1929,970,32,3,65897.49,0.24,150246.28
1930,971,29,4,48589.17,0.28,139936.81
1931,972,76,4,72219.94,0.03,280213.37
1932,973,73,4,70231.45,0.11,250023.96
1933,973,55,4,36398.42,0.11,129578.38
1934,973,79,1,20139.83,0.11,17924.45
